State,Month,Year,Incident,Animal,Severity,Monetary_Impact
Rajasthan,1,2018,Illegal trade,Leopard,Medium,72
Kerala,8,2019,Wild animal entering populated area,Deer,Critical,85
Madhya Pradesh,3,2024,Injury/Death,Deer,High,66
Maharashtra,12,2024,Smuggling,Bear,Medium,110
Odisha,12,2023,Conflict with humans,Elephant,Low,122
West Bengal,2,2025,Conflict with humans,Elephant,Medium,110
Uttar Pradesh,3,2020,Wild animal entering populated area,Monkey,Medium,106
West Bengal,5,2024,Wild animal entering populated area,Elephant,Low,74
Tamil Nadu,11,2022,Trap/Accident,Monkey,Medium,81
Madhya Pradesh,8,2023,Conflict with humans,Leopard,High,319
Goa,10,2020,Illegal trade,Leopard,Low,110
West Bengal,7,2021,Wild animal entering populated area,Rhino,Low,55
Karnataka,7,2024,Conflict with humans,Snake,Low,74
Odisha,12,2021,Injury/Death,Snake,Low,120
Uttar Pradesh,7,2025,Wild animal entering populated area,Monkey,Low,104
Madhya Pradesh,8,2023,Poaching,Leopard,Medium,215
Maharashtra,1,2019,Conflict with humans,Tiger,High,509
Maharashtra,4,2024,Poaching,Leopard,Low,69
Karnataka,6,2023,Wild animal entering populated area,Deer,Low,78
Karnataka,9,2024,Wild animal entering populated area,Elephant,Critical,520
Tamil Nadu,2,2018,Smuggling,Wild Boar,Low,27
Assam,1,2019,Conflict with humans,Elephant,High,279
Tamil Nadu,10,2020,Wild animal entering populated area,Monkey,Medium,86
Himachal Pradesh,12,2018,Wild animal entering populated area,Deer,Low,99
Madhya Pradesh,2,2020,Poaching,Deer,Medium,204
Madhya Pradesh,7,2023,Conflict with humans,Leopard,Critical,625
Karnataka,3,2021,Trap/Accident,Wild Boar,Low,64
West Bengal,10,2025,Conflict with humans,Lion,Low,115
Rajasthan,2,2025,Conflict with humans,Leopard,Medium,69
Maharashtra,11,2018,Wild animal entering populated area,Deer,High,260
Tamil Nadu,7,2021,Wild animal entering populated area,Deer,High,162
Rajasthan,2,2023,Smuggling,Leopard,High,504
Uttar Pradesh,3,2022,Injury/Death,Monkey,Low,109
Karnataka,11,2022,Injury/Death,Wild Boar,Low,57
Odisha,7,2024,Illegal trade,Tiger,Critical,552
Karnataka,4,2024,Conflict with humans,Tiger,Critical,168
West Bengal,1,2019,Conflict with humans,Tiger,Medium,153
Assam,5,2019,Wild animal entering populated area,Elephant,Low,98
West Bengal,12,2024,Wild animal entering populated area,Elephant,Low,70
Madhya Pradesh,9,2020,Wild animal entering populated area,Deer,Medium,94
Rajasthan,8,2019,Wild animal entering populated area,Bear,High,391
Madhya Pradesh,12,2022,Conflict with humans,Deer,Low,100
Maharashtra,9,2020,Wild animal entering populated area,Bear,Low,97
Maharashtra,10,2024,Injury/Death,Deer,Low,58
West Bengal,9,2022,Wild animal entering populated area,Elephant,Low,72
Rajasthan,7,2022,Wild animal entering populated area,Bear,Medium,240
West Bengal,4,2025,Conflict with humans,Rhino,Critical,663
Kerala,5,2022,Trap/Accident,Monkey,Medium,192
Uttar Pradesh,1,2022,Injury/Death,Monkey,Medium,107
West Bengal,1,2021,Conflict with humans,Elephant,Critical,206
Uttar Pradesh,3,2018,Wild animal entering populated area,Crocodile,Medium,172
West Bengal,8,2023,Wild animal entering populated area,Rhino,Low,68
Tamil Nadu,2,2023,Wild animal entering populated area,Bear,Low,55
Odisha,4,2024,Conflict with humans,Elephant,Low,95
Uttar Pradesh,2,2018,Conflict with humans,Elephant,Medium,29
Kerala,5,2023,Smuggling,Leopard,Low,127
West Bengal,9,2023,Conflict with humans,Elephant,Low,82
Tamil Nadu,1,2021,Conflict with humans,Crocodile,High,436
Maharashtra,5,2022,Illegal trade,Leopard,Critical,432
Maharashtra,9,2025,Injury/Death,Snake,Low,22
Uttar Pradesh,1,2024,Smuggling,Leopard,High,87
Uttar Pradesh,9,2019,Wild animal entering populated area,Deer,Medium,84
Karnataka,8,2019,Wild animal entering populated area,Wild Boar,High,421
West Bengal,4,2024,Conflict with humans,Elephant,Low,108
Tamil Nadu,12,2023,Conflict with humans,Monkey,Medium,49
Assam,11,2022,Conflict with humans,Tiger,Medium,154
Assam,10,2025,Injury/Death,Rhino,Low,42
Madhya Pradesh,5,2022,Conflict with humans,Leopard,Medium,64
Odisha,5,2018,Illegal trade,Deer,Medium,182
Maharashtra,11,2025,Wild animal entering populated area,Deer,Low,73
Himachal Pradesh,12,2023,Wild animal entering populated area,Crocodile,High,63
Rajasthan,6,2025,Wild animal entering populated area,Deer,Medium,114
Tamil Nadu,7,2021,Wild animal entering populated area,Monkey,High,449
Uttar Pradesh,8,2023,Illegal trade,Cheetah,Low,87
Karnataka,8,2023,Wild animal entering populated area,Rhino,High,274
Karnataka,11,2025,Injury/Death,Snake,Medium,32
Maharashtra,2,2022,Injury/Death,Monkey,High,460
Tamil Nadu,9,2020,Injury/Death,Snake,Medium,64
Uttar Pradesh,7,2018,Wild animal entering populated area,Crocodile,Low,99
West Bengal,4,2023,Wild animal entering populated area,Elephant,Low,86
Karnataka,4,2021,Poaching,Tiger,Low,33
Madhya Pradesh,11,2018,Illegal trade,Leopard,Low,65
Karnataka,8,2018,Wild animal entering populated area,Elephant,Medium,173
Tamil Nadu,4,2025,Conflict with humans,Snake,Medium,177
Rajasthan,6,2021,Poaching,Leopard,Low,111
Tamil Nadu,5,2021,Conflict with humans,Tiger,Critical,204
Kerala,3,2019,Conflict with humans,Bear,Medium,162
Uttar Pradesh,10,2025,Injury/Death,Snake,Low,57
Uttar Pradesh,11,2024,Injury/Death,Wild Boar,Low,57
Uttar Pradesh,2,2019,Conflict with humans,Wild Boar,Low,72
Tamil Nadu,9,2024,Wild animal entering populated area,Monkey,Low,94
Maharashtra,10,2019,Wild animal entering populated area,Deer,Low,50
Odisha,9,2023,Wild animal entering populated area,Elephant,Medium,35
Uttar Pradesh,1,2020,Conflict with humans,Elephant,Low,126
Odisha,10,2023,Illegal trade,Monkey,Low,93
Karnataka,3,2023,Wild animal entering populated area,Deer,Low,95
Tamil Nadu,8,2019,Wild animal entering populated area,Wild Boar,High,490
Himachal Pradesh,6,2022,Wild animal entering populated area,Monkey,Low,63
Uttar Pradesh,5,2021,Trap/Accident,Deer,Medium,62
Madhya Pradesh,5,2024,Conflict with humans,Leopard,Low,125
Uttar Pradesh,7,2023,Wild animal entering populated area,Monkey,Critical,644
Rajasthan,1,2019,Trap/Accident,Deer,Low,42
Madhya Pradesh,9,2023,Wild animal entering populated area,Deer,Low,82
Uttar Pradesh,3,2024,Wild animal entering populated area,Elephant,High,247
Madhya Pradesh,4,2022,Wild animal entering populated area,Deer,High,239
Assam,10,2022,Conflict with humans,Elephant,Low,29
Kerala,1,2024,Injury/Death,Wild Boar,High,237
Tamil Nadu,11,2022,Conflict with humans,Leopard,Low,16
Uttar Pradesh,10,2022,Conflict with humans,Leopard,Low,108
Rajasthan,3,2021,Poaching,Leopard,Low,81
Karnataka,2,2023,Wild animal entering populated area,Deer,Low,43
Rajasthan,2,2024,Illegal trade,Bear,Medium,83
Maharashtra,1,2022,Wild animal entering populated area,Monkey,Medium,134
Uttar Pradesh,8,2021,Wild animal entering populated area,Wild Boar,Medium,62
Kerala,3,2021,Poaching,Monkey,Medium,123
Tamil Nadu,3,2018,Smuggling,Crocodile,Low,120
Odisha,6,2021,Wild animal entering populated area,Deer,High,177
West Bengal,8,2022,Conflict with humans,Elephant,Medium,54
Maharashtra,9,2020,Conflict with humans,Elephant,Low,105
Odisha,9,2023,Wild animal entering populated area,Crocodile,Medium,176
Uttar Pradesh,4,2019,Smuggling,Crocodile,Medium,171
Kerala,5,2022,Wild animal entering populated area,Deer,Low,100
Tamil Nadu,2,2022,Conflict with humans,Deer,Low,96
Odisha,11,2022,Conflict with humans,Leopard,Low,83
Assam,9,2020,Conflict with humans,Elephant,Medium,129
Karnataka,8,2021,Wild animal entering populated area,Deer,Medium,89
Uttar Pradesh,3,2025,Trap/Accident,Deer,Low,66
Uttar Pradesh,11,2022,Injury/Death,Monkey,Low,31
Maharashtra,12,2019,Conflict with humans,Tiger,Low,102
Maharashtra,9,2019,Wild animal entering populated area,Monkey,High,475
Tamil Nadu,3,2025,Smuggling,Wolf,Low,138
Uttar Pradesh,9,2024,Wild animal entering populated area,Deer,Medium,158
Uttar Pradesh,2,2022,Poaching,Deer,Critical,532
West Bengal,12,2020,Illegal trade,Tiger,Low,111
Uttar Pradesh,10,2018,Wild animal entering populated area,Deer,High,192
Tamil Nadu,9,2018,Wild animal entering populated area,Monkey,Critical,170
West Bengal,8,2018,Conflict with humans,Elephant,High,94
Karnataka,9,2019,Wild animal entering populated area,Deer,Low,109
Odisha,5,2021,Injury/Death,Monkey,Medium,71
Assam,11,2019,Wild animal entering populated area,Rhino,Low,87
Tamil Nadu,11,2023,Injury/Death,Crocodile,Critical,1012
Tamil Nadu,2,2022,Wild animal entering populated area,Elephant,Low,68
Madhya Pradesh,8,2020,Wild animal entering populated area,Deer,Low,29
Rajasthan,12,2020,Poaching,Bear,Medium,178
Assam,6,2019,Illegal trade,Tiger,Low,33
Tamil Nadu,8,2022,Wild animal entering populated area,Bear,High,156
Kerala,11,2019,Injury/Death,Snake,Low,99
Tamil Nadu,5,2023,Trap/Accident,Deer,Low,112
West Bengal,10,2019,Wild animal entering populated area,Elephant,Low,92
Odisha,2,2020,Conflict with humans,Elephant,Low,91
Rajasthan,6,2021,Poaching,Leopard,Medium,137
Goa,5,2019,Poaching,Tiger,Medium,105
Assam,12,2024,Conflict with humans,Elephant,Low,105
West Bengal,12,2020,Conflict with humans,Rhino,Medium,178
Maharashtra,5,2022,Conflict with humans,Snake,Low,127
Uttar Pradesh,1,2022,Smuggling,Crocodile,High,298
Odisha,2,2023,Conflict with humans,Bear,Medium,187
Kerala,8,2022,Injury/Death,Snake,Medium,64
Kerala,3,2020,Poaching,Monkey,Low,69
Rajasthan,10,2025,Injury/Death,Deer,Medium,144
Assam,3,2024,Trap/Accident,Rhino,Low,38
Rajasthan,8,2020,Wild animal entering populated area,Bear,Low,30
Karnataka,8,2020,Conflict with humans,Elephant,High,258
West Bengal,2,2023,Wild animal entering populated area,Wolf,Medium,141
West Bengal,8,2022,Wild animal entering populated area,Rhino,Medium,193
Madhya Pradesh,11,2024,Smuggling,Bear,Critical,737
Maharashtra,1,2019,Trap/Accident,Wild Boar,Critical,580
West Bengal,6,2022,Conflict with humans,Elephant,Medium,130
Maharashtra,8,2018,Wild animal entering populated area,Bear,Low,112
Odisha,3,2019,Conflict with humans,Tiger,Low,53
Maharashtra,8,2019,Wild animal entering populated area,Elephant,Low,65
Maharashtra,12,2022,Trap/Accident,Deer,Low,48
Tamil Nadu,1,2023,Smuggling,Rhino,Low,87
Karnataka,11,2024,Smuggling,Rhino,Medium,204
Assam,11,2025,Conflict with humans,Tiger,Medium,130
Uttar Pradesh,9,2022,Wild animal entering populated area,Deer,High,530
Kerala,11,2022,Conflict with humans,Deer,Low,145
Odisha,9,2022,Wild animal entering populated area,Monkey,Low,82
Madhya Pradesh,5,2025,Poaching,Leopard,Low,63
Assam,10,2021,Wild animal entering populated area,Rhino,Medium,113
Maharashtra,4,2023,Poaching,Leopard,High,146
Maharashtra,11,2023,Wild animal entering populated area,Monkey,High,181
Karnataka,6,2021,Wild animal entering populated area,Crocodile,Medium,159
Himachal Pradesh,12,2021,Conflict with humans,Elephant,High,293
West Bengal,7,2019,Wild animal entering populated area,Rhino,High,206
Rajasthan,5,2018,Trap/Accident,Bear,Medium,99
Tamil Nadu,11,2019,Poaching,Deer,Medium,125
Karnataka,10,2018,Conflict with humans,Leopard,Medium,215
Madhya Pradesh,9,2025,Wild animal entering populated area,Bear,Low,52
Tamil Nadu,3,2024,Conflict with humans,Monkey,Medium,178
Tamil Nadu,7,2020,Wild animal entering populated area,Wild Boar,Critical,960
Kerala,10,2023,Poaching,Deer,Critical,622
Assam,10,2023,Trap/Accident,Rhino,Critical,267
West Bengal,11,2021,Conflict with humans,Tiger,High,121
Assam,5,2022,Wild animal entering populated area,Elephant,Low,35
West Bengal,7,2024,Wild animal entering populated area,Rhino,High,205
Uttarakhand,2,2020,Wild animal entering populated area,Monkey,High,327
Karnataka,4,2021,Trap/Accident,Deer,Medium,106
Rajasthan,2,2022,Smuggling,Leopard,Low,75
Karnataka,12,2022,Injury/Death,Snake,Medium,153
Odisha,7,2018,Conflict with humans,Snake,Critical,605
Tamil Nadu,2,2019,Conflict with humans,Leopard,Critical,930
Tamil Nadu,11,2019,Conflict with humans,Monkey,Medium,183
Karnataka,1,2023,Poaching,Leopard,High,170
Assam,9,2025,Conflict with humans,Elephant,Medium,203
Tamil Nadu,1,2022,Conflict with humans,Snake,Medium,76
Tamil Nadu,8,2024,Wild animal entering populated area,Rhino,Low,96
Odisha,2,2022,Conflict with humans,Leopard,High,57
Kerala,12,2020,Wild animal entering populated area,Deer,Low,40
Tamil Nadu,8,2022,Injury/Death,Snake,Low,91
Maharashtra,3,2024,Injury/Death,Rhino,Medium,229
West Bengal,6,2018,Conflict with humans,Elephant,Medium,137
Tamil Nadu,3,2018,Conflict with humans,Tiger,Low,63
Odisha,7,2023,Conflict with humans,Snake,Medium,225
Kerala,10,2023,Smuggling,Tiger,Low,64
Odisha,9,2025,Injury/Death,Snake,Low,131
Kerala,2,2024,Smuggling,Bear,Low,53
Himachal Pradesh,12,2023,Conflict with humans,Lion,Critical,959
Tamil Nadu,12,2022,Smuggling,Lion,Low,123
Assam,5,2022,Poaching,Rhino,Low,26
Tamil Nadu,6,2020,Wild animal entering populated area,Monkey,Low,85
Uttar Pradesh,4,2022,Conflict with humans,Elephant,Medium,97
Karnataka,4,2022,Trap/Accident,Bear,Critical,951
Uttar Pradesh,4,2022,Smuggling,Wild Boar,High,286
Karnataka,2,2022,Injury/Death,Snake,Medium,96
Rajasthan,4,2023,Poaching,Leopard,Medium,207
Odisha,11,2024,Conflict with humans,Wild Boar,High,471
Assam,1,2022,Conflict with humans,Tiger,Medium,110
Maharashtra,12,2023,Conflict with humans,Leopard,High,255
West Bengal,6,2022,Wild animal entering populated area,Elephant,Medium,150
Rajasthan,1,2021,Conflict with humans,Bear,Low,73
Karnataka,10,2021,Conflict with humans,Deer,High,92
West Bengal,6,2018,Conflict with humans,Elephant,Low,86
Rajasthan,1,2024,Illegal trade,Leopard,Medium,145
Himachal Pradesh,6,2021,Wild animal entering populated area,Elephant,Low,133
Maharashtra,10,2022,Wild animal entering populated area,Rhino,High,496
Uttar Pradesh,8,2022,Wild animal entering populated area,Monkey,High,74
Assam,11,2025,Wild animal entering populated area,Elephant,Medium,207
Maharashtra,2,2021,Wild animal entering populated area,Elephant,Medium,31
Kerala,2,2023,Wild animal entering populated area,Elephant,Medium,139
Maharashtra,12,2018,Trap/Accident,Deer,Medium,85
Rajasthan,4,2020,Wild animal entering populated area,Deer,High,139
Odisha,11,2020,Injury/Death,Snake,Low,141
Uttar Pradesh,3,2021,Conflict with humans,Tiger,Low,51
Odisha,4,2020,Illegal trade,Monkey,Critical,502
Madhya Pradesh,12,2020,Illegal trade,Leopard,High,447
Uttar Pradesh,7,2025,Conflict with humans,Leopard,High,271
Karnataka,11,2021,Poaching,Tiger,Low,107
Odisha,1,2022,Smuggling,Bear,Medium,97
Tamil Nadu,6,2024,Wild animal entering populated area,Bear,Medium,223
West Bengal,3,2023,Conflict with humans,Wolf,Low,42
Madhya Pradesh,11,2019,Wild animal entering populated area,Bear,Low,82
Maharashtra,10,2020,Wild animal entering populated area,Crocodile,Critical,462
Rajasthan,7,2023,Wild animal entering populated area,Deer,Low,116
Rajasthan,10,2025,Poaching,Leopard,High,167
Assam,2,2024,Conflict with humans,Rhino,Low,90
Odisha,2,2023,Wild animal entering populated area,Bear,Medium,111
Madhya Pradesh,4,2023,Poaching,Leopard,Low,10
Karnataka,1,2024,Conflict with humans,Monkey,Low,107
Madhya Pradesh,3,2024,Conflict with humans,Leopard,Low,89
Karnataka,9,2024,Wild animal entering populated area,Elephant,Medium,24
Madhya Pradesh,7,2022,Wild animal entering populated area,Deer,Medium,132
Odisha,7,2020,Wild animal entering populated area,Wild Boar,Low,88
Uttarakhand,11,2023,Trap/Accident,Monkey,Low,36
Uttar Pradesh,4,2023,Injury/Death,Snake,Low,106
Odisha,2,2019,Injury/Death,Snake,Low,50
Goa,4,2020,Conflict with humans,Elephant,Medium,59
Odisha,6,2022,Conflict with humans,Snake,Medium,90
Madhya Pradesh,11,2019,Poaching,Leopard,Low,67
Maharashtra,11,2021,Illegal trade,Tiger,Low,34
Rajasthan,3,2025,Illegal trade,Leopard,Medium,145
Maharashtra,1,2021,Injury/Death,Snake,Low,93
Odisha,12,2020,Wild animal entering populated area,Monkey,Low,44
Tamil Nadu,8,2018,Illegal trade,Leopard,Low,73
Odisha,12,2018,Injury/Death,Snake,High,60
Rajasthan,5,2024,Conflict with humans,Cheetah,Medium,82
Goa,5,2021,Wild animal entering populated area,Elephant,Low,92
Odisha,11,2019,Trap/Accident,Deer,Low,99
Madhya Pradesh,4,2024,Smuggling,Deer,Medium,225
Uttar Pradesh,6,2024,Wild animal entering populated area,Elephant,Critical,206
Karnataka,3,2018,Wild animal entering populated area,Elephant,Low,142
Maharashtra,9,2018,Wild animal entering populated area,Deer,High,137
Karnataka,5,2021,Conflict with humans,Rhino,Low,45
Uttar Pradesh,3,2022,Wild animal entering populated area,Elephant,Medium,219
Karnataka,11,2019,Trap/Accident,Wild Boar,Low,50
Karnataka,1,2020,Conflict with humans,Leopard,Critical,212
Assam,10,2020,Conflict with humans,Elephant,Critical,600
Kerala,12,2021,Trap/Accident,Wild Boar,Medium,154
Rajasthan,6,2021,Conflict with humans,Leopard,Low,23
Assam,2,2018,Wild animal entering populated area,Elephant,Low,78
Karnataka,3,2024,Conflict with humans,Crocodile,Low,26
Madhya Pradesh,1,2020,Wild animal entering populated area,Deer,Medium,117
Goa,9,2019,Wild animal entering populated area,Bear,Low,86
Madhya Pradesh,8,2023,Wild animal entering populated area,Bear,High,321
Uttar Pradesh,12,2022,Injury/Death,Snake,High,150
Maharashtra,2,2023,Poaching,Tiger,Low,72
West Bengal,12,2023,Smuggling,Rhino,Low,120
Himachal Pradesh,11,2025,Smuggling,Deer,Low,54
Maharashtra,8,2021,Wild animal entering populated area,Monkey,Low,15
Tamil Nadu,12,2022,Wild animal entering populated area,Monkey,Medium,93
Karnataka,9,2024,Conflict with humans,Snake,High,392
Karnataka,1,2019,Smuggling,Bear,Medium,232
Karnataka,5,2019,Poaching,Tiger,Critical,535
Assam,8,2022,Wild animal entering populated area,Elephant,Low,66
Odisha,11,2024,Injury/Death,Wild Boar,Low,39
Goa,2,2025,Wild animal entering populated area,Crocodile,Low,54
Assam,4,2024,Wild animal entering populated area,Elephant,Low,75
Maharashtra,7,2018,Wild animal entering populated area,Monkey,Critical,232
West Bengal,3,2019,Conflict with humans,Rhino,High,366
Assam,12,2022,Wild animal entering populated area,Rhino,Low,103
Himachal Pradesh,5,2024,Smuggling,Deer,Low,81
Maharashtra,8,2025,Poaching,Tiger,Medium,234
Tamil Nadu,12,2019,Conflict with humans,Deer,High,125
Uttar Pradesh,10,2020,Conflict with humans,Crocodile,Medium,43
Uttar Pradesh,3,2021,Conflict with humans,Snake,Low,94
Madhya Pradesh,4,2022,Illegal trade,Leopard,Low,73
Assam,9,2023,Conflict with humans,Tiger,Medium,43
Tamil Nadu,7,2019,Wild animal entering populated area,Monkey,Low,56
Maharashtra,1,2023,Conflict with humans,Elephant,High,176
Madhya Pradesh,12,2021,Trap/Accident,Deer,High,74
Tamil Nadu,4,2019,Wild animal entering populated area,Elephant,High,450
West Bengal,4,2024,Wild animal entering populated area,Elephant,Medium,78
Karnataka,9,2021,Wild animal entering populated area,Deer,Medium,86
Maharashtra,6,2021,Wild animal entering populated area,Monkey,Critical,610
Karnataka,9,2023,Poaching,Leopard,Medium,163
Assam,12,2020,Conflict with humans,Tiger,Medium,50
West Bengal,6,2024,Wild animal entering populated area,Elephant,Critical,264
Uttar Pradesh,6,2021,Conflict with humans,Leopard,Critical,860
Rajasthan,5,2022,Smuggling,Bear,Low,58
Uttar Pradesh,5,2019,Trap/Accident,Crocodile,Medium,13
Rajasthan,2,2021,Conflict with humans,Leopard,High,517
